x1: 9,x2: 0,x3: 0,x4: 5,x5: 7,x6: 0,x7: 6,x8: 0,
a1: 4,a2: 0,a3: 0,a4: 5,a5: 0,a6: 0,a7: 6,a8: 0,
Z: 34942.3
